Id,Price
725,151419.75789341255
15856,224486.13153845453
5480,191094.0910098506
15664,325755.05558458157
14275,141037.31023799913
7633,203530.2853032627
13329,167075.7530234414
5502,223480.78453335766
4220,284491.8377275521
11538,210388.00207239354
15975,270345.6101917761
3310,219036.78263989152
9286,149746.3324387235
11260,198320.7883136112
5214,108031.89704197847
11307,187684.5012560137
13543,370974.71478348883
615,181072.53900219113
3495,231042.76324156343
2321,245078.152952714
12046,193253.44719206367
16688,149940.07315174583
12694,237130.87306494318
783,141545.8837430554
8968,163922.32403221235
13454,178270.86133417723
12190,278102.77233326656
11160,104491.3413416806
10291,210915.9955325913
891,286235.0251428362
2982,183594.35582724842
3818,272100.18662438146
2449,193466.21488382257
8317,170561.49908715513
4922,182872.7814020214
1257,244641.69037473225
9348,217276.35554321008
4176,181844.02594114456
10704,167893.74797666646
6624,111955.40504259044
5428,204319.02045352664
12749,183086.0675172601
8994,183180.96829236837
11513,144262.78754060803
3047,181290.99201481012
9519,200745.31406802702
12309,222766.1099500054
14081,254455.04605606373
8334,253620.7927321817
6343,182806.24700375937
14788,135265.4571351903
15748,449729.7771121135
153,239140.1460843125
14149,184620.8639172192
269,181593.8173616252
5452,139486.79369725703
721,159709.54160644757
5079,351550.9022428465
2831,118884.16633489513
10614,119311.78045897307
10131,232367.71545941234
9996,329851.9408168923
3061,189624.40532044185
11733,336655.66327617626
3726,256387.5633785775
10929,208496.03141691085
9011,315697.3498610427
16182,272287.9168744594
4976,185800.74350611048
9897,243637.05334675903
1872,133647.24787031658
9205,392380.4096784057
5403,378809.54869927105
14074,217885.1198562864
6268,150497.66990366392
14232,172347.67672968557
8532,238760.16704715393
7034,336789.8947617377
6553,463922.13277448196
3133,172470.25580422228
8596,201242.67348389985
12389,252158.13675304764
14462,174711.37847150228
8860,335823.4188433652
8377,260959.8052456442
6367,296903.1454539151
6917,246494.0880168678
4216,190958.4937529856
5806,164387.9456769406
5438,203798.05593174056
6632,187968.6449483485
2650,151724.99076831652
5396,198309.9738695132
4044,147187.64529567596
1345,222817.716823994
856,169211.66589976303
12791,274229.57213774655
12499,215593.5440107318
12249,128190.93356534748
14641,138460.46063226438
1919,169357.22433062896
7848,198571.79053981992
10749,184966.4704219837
15554,188565.74914720756
15834,212260.11726107233
1355,161279.83151822473
15451,172897.22244670676
12401,216034.50641310052
10290,163460.94883001983
9462,131080.34010947862
3103,228400.5337789452
3420,135954.63648363246
12262,233386.17849478274
5032,132638.84476694063
8949,309671.37512948975
15567,220700.03350382694
16389,159941.18022316412
7809,84313.13563184721
8990,152478.56730986005
16089,209420.23177683732
12743,99633.12042388172
5132,123766.10805277457
1619,270160.33742569876
2428,105779.29670887995
16741,162606.72849940628
13193,226012.5579701039
12588,527811.8802449635
5067,165699.76561183442
14685,125334.21865413291
2292,175358.19777258186
5746,125573.0110013184
12578,164417.48811931958
14834,168657.4336771354
2147,171506.9792495339
8222,129748.16589992796
10419,287963.02858997846
11492,218604.5336872854
3006,217188.8513237768
8761,188694.20888977838
15371,382283.125754814
16367,158523.89948423076
6317,263143.0361401616
10878,258931.2920043162
3895,159482.14947361016
8041,173564.37604480772
13428,474253.05368528294
14669,162098.07531136548
1006,183943.91728929567
12271,180837.31332247594
3764,401112.69661998685
7675,171519.48894832341
11709,274484.2466547992
8629,152111.4459020125
1105,324218.9966728145
6096,190469.58898872187
11727,213913.62779662284
5157,193371.46758691294
3679,145053.7273334523
1755,149476.4190993986
7391,189083.45453626313
7425,101210.56009402784
6882,332717.2937419312
10752,329185.9163697689
7472,191082.41912130266
14320,97179.8734314056
9596,160628.60122240422
5317,201126.29863771173
7378,92738.80613119071
16154,183168.21035607855
3464,206074.1787696244
4197,236984.96441517092
9477,118576.00889107537
12705,197242.41901794716
16426,197185.77207802332
1481,67828.89893854082
9946,255358.6377946335
12025,218087.97011411886
5341,236732.6004370309
9923,262419.25073715474
7953,220875.67302848486
11066,263834.84948140825
5037,180817.66803793414
2509,189529.82794396032
4937,327188.7724216395
12089,387926.5323220231
4964,172057.34966466768
16500,276644.5607930905
4625,151130.83692250954
2363,396479.09698778804
8148,191068.4819955711
3804,191101.37033961774
4584,154128.8336515667
10694,106792.41300290904
2691,160713.20814112306
2983,223790.18997683027
13563,471424.0146089997
10747,215291.08561704308
1721,199606.4682168875
2789,276894.79736600036
7214,253989.14483814983
8659,236544.50413328264
5107,268706.1769532146
3843,207648.44618630104
14610,392056.93846630474
15505,165025.0529880173
5060,263055.3296184985
16055,231123.22523778168
14963,198391.74944082316
4118,150938.34851584185
1672,165972.78942748244
3209,188275.59512984278
16515,145734.2431674529
973,179103.78481390828
12529,184984.71226911125
5896,123970.76434229895
5450,284702.27146480593
3249,167937.5519568486
8911,170872.03491549857
5898,230938.82189804912
1024,177717.6339174764
4766,204765.83593801386
15804,175787.5299378389
14303,188548.9762534321
10707,188124.97427123343
6605,196997.04228077125
1138,392584.8903913603
14088,440536.3034629151
9154,187088.1650922284
8190,201355.92437781283
398,289419.5092413048
13302,227294.62880881302
9696,172524.71539693428
16786,119175.9316201752
16230,221452.4972789829
6552,181253.19220205734
923,218248.3996032245
9602,325639.6916631789
5857,260644.5636991686
8120,167753.2481692798
7134,185315.43398031915
11726,167109.7654309184
8069,119635.07416559634
12420,168244.18994791922
8604,197554.31624186222
4854,276957.4806724822
12212,214286.67997572487
12099,308757.2703051202
